Name,Position,Swim,SwimBike,Bike,BikeRun,Run,Final,Gender,Division
Carolina Vargas,"1,028",1:29:28,00:18:02,6:41:37,00:19:14,4:41:06,13:29:27,F,40-44

Ben Mckee,"1,029",1:07:40,00:06:52,5:59:41,00:11:30,6:03:46,13:29:28,M,40-44

John Trocko,"1,030",1:12:21,00:07:30,6:14:35,00:06:57,5:48:19,13:29:42,M,50-54

Kevin Mcclelland,"1,031",1:42:55,00:09:24,5:33:25,00:06:44,5:57:20,13:29:49,M,60-64

Sean Irons,"1,032",1:21:39,00:09:49,6:54:39,00:13:37,4:50:19,13:30:03,M,18-24

Colin Stone,"1,033",1:14:12,00:06:09,5:25:52,00:09:24,6:34:26,13:30:03,M,45-49

Donnie Hay,"1,034",1:39:00,00:15:15,6:05:30,00:12:34,5:17:45,13:30:03,M,40-44

Hector Ruiz,"1,035",1:27:02,00:10:36,6:39:30,00:16:07,4:56:55,13:30:10,M,60-64

Stephanie Black,"1,036",1:27:24,00:12:32,6:25:44,00:16:00,5:08:48,13:30:27,F,50-54

Daniel Gibbs,"1,037",1:21:50,00:09:09,6:02:07,00:06:40,5:50:42,13:30:29,M,18-24

Curtis Linehan,"1,038",1:22:04,00:20:04,6:50:15,00:08:43,4:49:34,13:30:40,M,35-39

Elizabeth Kenny,"1,039",1:18:54,00:07:27,6:16:48,00:10:56,5:36:39,13:30:43,F,50-54

Rick Hunt,"1,040",1:18:29,00:23:43,6:33:42,00:25:17,4:49:34,13:30:44,M,40-44

Maria Serrata,"1,041",1:31:03,00:07:43,6:39:29,00:12:09,5:00:28,13:30:51,F,40-44

Bryant Sontag,"1,042",1:32:20,00:12:44,6:56:42,00:06:25,4:42:47,13:30:58,M,25-29

Sukarno Jr Asri,"1,043",1:24:40,00:11:56,6:21:46,00:13:54,5:18:46,13:31:03,M,40-44

Jennifer Reinhart,"1,044",1:02:54,00:06:23,5:57:36,00:10:45,6:13:29,13:31:07,F,60-64

Gabriel Cardona,"1,045",1:24:07,00:07:02,7:00:01,00:08:47,4:51:11,13:31:08,M,25-29

Shannon Lowery,"1,046",1:21:22,00:05:22,5:45:05,00:08:59,6:10:37,13:31:25,M,30-34

Kyle Current,"1,047",1:38:54,00:17:23,6:37:40,00:10:17,4:47:25,13:31:38,M,30-34

Dana Kim,"1,048",1:19:03,00:11:17,6:33:37,00:11:40,5:16:12,13:31:48,F,55-59

Peter Galbraith,"1,049",1:30:39,00:18:33,6:33:05,00:16:04,4:53:41,13:32:03,M,40-44

Charles Smith,"1,050",1:25:56,00:06:34,6:12:59,00:09:44,5:37:29,13:32:41,M,45-49

Robert Mcarthur,"1,051",1:49:46,00:08:04,6:05:19,00:11:01,5:18:45,13:32:54,M,35-39

Tyler Godwin,"1,052",1:03:44,00:14:42,6:02:10,00:17:28,5:55:12,13:33:17,M,35-39

Zachary Josie,"1,053",1:24:08,00:10:48,5:58:16,00:08:22,5:52:00,13:33:34,M,35-39

Shane Armstrong,"1,054",1:16:46,00:09:05,6:57:12,00:11:18,4:59:56,13:34:16,M,40-44

Melissa Callister,"1,055",1:14:05,00:14:34,6:17:41,00:10:32,5:38:00,13:34:52,F,35-39

Melissa Kinmartin,"1,056",1:39:06,00:08:25,6:22:10,00:09:44,5:15:32,13:34:56,F,45-49

Spencer Mark Salmon,"1,057",1:23:36,00:10:58,5:59:57,00:13:57,5:46:37,13:35:05,M,35-39

Lauren Chedburn,"1,058",1:35:57,00:06:15,5:43:05,00:04:47,6:05:31,13:35:34,F,35-39

Bryce Davidson,"1,059",1:01:21,00:06:23,5:53:15,00:10:20,6:24:26,13:35:44,M,25-29

Eric Houpt,"1,060",1:25:58,00:11:14,6:21:47,00:12:30,5:24:19,13:35:47,M,50-54

Gail Mclain,"1,061",1:04:39,00:08:32,6:01:59,00:11:03,6:09:39,13:35:53,M,50-54

Andrea Randle,"1,062",1:13:43,00:08:35,6:45:08,00:05:58,5:22:29,13:35:53,F,60-64

John Wilson,"1,063",1:18:35,00:17:18,5:52:49,00:13:35,5:54:17,13:36:34,M,55-59

Gustavo Pinheiro,"1,064",1:45:00,00:08:58,5:58:45,00:09:14,5:34:52,13:36:49,M,50-54

Mark Ruggeri,"1,065",1:16:08,00:08:46,5:40:00,00:12:06,6:19:54,13:36:55,M,50-54

Anette Bonifas,"1,066",1:31:22,00:19:51,6:40:59,00:13:55,4:51:18,13:37:24,F,40-44

Alejandro Sanchez Covarrubias,"1,067",1:33:05,00:11:54,6:27:13,00:15:07,5:10:12,13:37:31,M,40-44

Royce Chang,"1,068",1:37:03,00:13:44,6:51:44,00:11:49,4:43:31,13:37:51,F,45-49

John Neer,"1,069",1:09:00,00:07:27,5:29:59,00:10:17,6:41:16,13:37:59,M,40-44

Tim Banks,"1,070",1:28:59,00:09:45,6:31:41,00:11:19,5:16:16,13:38:00,M,35-39

William Cooper,"1,071",1:33:20,00:12:43,6:28:30,00:13:52,5:10:20,13:38:44,M,25-29

Josue Carrillo,"1,072",1:35:17,00:10:49,5:38:35,00:06:08,6:07:56,13:38:44,M,18-24

Nicholas Adams,"1,073",1:36:34,00:08:39,6:40:56,00:09:32,5:03:31,13:39:11,M,25-29

Geiner Quintanilla,"1,074",1:26:20,00:10:45,6:47:49,00:15:04,4:59:36,13:39:34,M,40-44

Enrique Zapata,"1,075",1:35:53,00:07:17,6:09:55,00:10:37,5:36:14,13:39:55,M,35-39

Jordan Bennard,"1,076",1:30:58,00:09:47,6:55:23,00:11:29,4:52:32,13:40:09,M,18-24

Ruben Tamayo,"1,077",1:33:10,00:15:16,6:41:16,00:12:48,4:58:03,13:40:33,M,60-64

Jared Fulks,"1,078",1:10:38,00:12:05,6:37:43,00:16:03,5:24:15,13:40:45,M,25-29

Ben Williams,"1,079",1:45:49,00:11:38,6:48:49,00:10:13,4:44:18,13:40:47,M,40-44

Klaus Lech,"1,080",1:09:38,00:07:25,6:27:05,00:10:29,5:46:29,13:41:06,M,55-59

Whit Gaither,"1,081",1:11:13,00:09:01,6:52:40,00:11:57,5:16:19,13:41:11,M,55-59

Charles Gordon,"1,082",1:37:23,00:10:44,6:54:15,00:07:13,4:51:40,13:41:15,M,40-44

Josh Strong,"1,083",1:28:17,00:23:08,6:30:05,00:09:59,5:09:53,13:41:22,M,18-24

Richard Raßhofer,"1,084",1:26:30,00:09:58,6:46:48,00:13:49,5:04:28,13:41:33,M,35-39

Sergio Martinez Diaz,"1,085",1:32:53,00:07:28,5:54:40,00:08:52,5:57:54,13:41:47,M,50-54

Clayton Collier,"1,086",1:31:02,00:15:12,6:12:14,00:10:52,5:32:34,13:41:54,M,40-44

Robert Pedrigi,"1,087",1:22:00,00:06:49,6:41:25,00:11:32,5:20:11,13:41:58,M,35-39

Esau Mena,"1,088",1:23:37,00:07:11,5:49:20,00:08:31,6:13:31,13:42:10,M,30-34

Fernando Betancourt,"1,089",1:26:17,00:09:06,6:28:04,00:10:58,5:27:48,13:42:13,M,35-39

Amelia Rodrock,"1,090",1:17:36,00:08:52,6:44:31,00:10:29,5:20:52,13:42:19,F,40-44

Chris Preston,"1,091",1:35:18,00:11:01,6:07:03,00:14:24,5:34:45,13:42:32,M,40-44

Christophe Descour,"1,092",1:43:29,00:11:59,6:42:04,00:13:50,4:51:10,13:42:33,M,18-24

James Nissen,"1,093",1:49:57,00:07:46,6:14:01,00:07:37,5:23:16,13:42:37,M,50-54

Luis Ariel Hernandez Palacios,"1,094",2:00:24,00:14:44,6:24:54,00:17:25,4:45:15,13:42:41,M,35-39

Andres Sanchez Sarmiento,"1,095",1:40:03,00:12:17,6:09:46,00:14:01,5:26:35,13:42:43,M,50-54

David Womack,"1,096",1:30:29,00:12:53,6:28:57,00:11:31,5:19:01,13:42:51,M,60-64

Lisa Galassini,"1,097",1:25:30,00:08:42,6:25:41,00:07:08,5:35:54,13:42:53,F,40-44

Erin Greska,"1,098",1:31:34,00:10:28,6:47:55,00:10:48,5:02:18,13:43:03,F,40-44

Karen Perez,"1,099",1:25:22,00:05:23,6:05:26,00:06:45,6:00:12,13:43:08,F,40-44

Erin Reep,"1,100",1:28:55,00:09:42,6:42:45,00:08:13,5:13:41,13:43:17,F,40-44

Chase Quinn,"1,101",1:32:17,00:09:01,6:19:20,00:09:42,5:33:03,13:43:24,M,30-34

Marcela Mesa,"1,102",1:46:54,00:07:34,5:52:35,00:12:38,5:43:47,13:43:28,F,35-39

Volkan Bas,"1,103",1:30:52,00:09:58,6:33:47,00:10:47,5:18:14,13:43:38,M,45-49

Ryan Rue,"1,104",1:28:09,00:09:12,6:24:19,00:08:19,5:33:58,13:43:58,M,25-29

Cristian Perez,"1,105",1:15:30,00:06:25,6:51:24,00:08:13,5:22:31,13:44:03,M,25-29

Marjorie Broussard,"1,106",1:45:21,00:19:09,6:42:18,00:09:46,4:47:39,13:44:13,F,45-49

Guillaume Bernard,"1,107",1:40:44,00:18:07,6:20:53,00:12:51,5:11:45,13:44:19,M,40-44

Ron Kalich,"1,108",1:33:13,00:10:48,6:32:07,00:09:12,5:19:06,13:44:26,M,55-59

Bodie Leonard,"1,109",1:55:38,00:10:04,7:01:52,00:10:26,4:26:26,13:44:27,M,40-44

Melvin Granados,"1,110",1:46:49,00:06:55,6:11:16,00:12:41,5:27:01,13:44:42,M,35-39

Alex Perez,"1,111",1:47:56,00:20:18,6:23:55,00:22:15,4:50:23,13:44:47,M,45-49

Keith Conrad,"1,112",1:11:45,00:18:44,6:06:17,00:20:33,5:47:32,13:44:51,M,55-59

Timothy Pittman,"1,113",1:12:20,00:10:37,6:03:19,00:11:16,6:07:26,13:44:57,M,45-49

Kenneth Rademacher,"1,114",1:32:26,00:10:46,6:47:05,00:07:52,5:07:00,13:45:09,M,45-49

Shelley Miksis,"1,115",1:19:17,00:10:47,6:22:32,00:10:55,5:42:04,13:45:34,F,50-54

John Mitchell,"1,116",1:24:23,00:06:50,6:42:05,00:09:46,5:22:30,13:45:34,M,25-29

Johnathon Bramble,"1,117",1:22:32,00:06:56,6:43:46,00:10:56,5:21:27,13:45:37,M,30-34

William Johnson,"1,118",1:20:52,00:05:03,5:52:55,00:06:25,6:20:37,13:45:52,M,60-64

Ana Gisela Uribe,"1,119",1:22:55,00:12:25,6:37:04,00:13:48,5:19:57,13:46:08,F,45-49

Scott Watko,"1,120",1:09:42,00:06:25,5:50:09,00:13:32,6:26:41,13:46:28,M,55-59

Christopher Pate,"1,121",1:17:08,00:07:59,5:56:12,00:09:51,6:15:41,13:46:52,M,35-39

Jessica Palatka,"1,122",1:37:06,00:08:37,6:09:23,00:08:13,5:43:46,13:47:06,F,45-49

Geneviève La Fontaine,"1,123",1:24:59,00:06:33,6:08:34,00:14:03,5:53:17,13:47:27,F,40-44

Megan Roberts,"1,124",1:26:57,00:10:39,6:29:14,00:12:03,5:28:35,13:47:27,F,35-39

Trevor Outman,"1,125",1:23:20,00:06:31,6:00:30,00:10:08,6:07:17,13:47:46,M,40-44

Brian Gardner,"1,126",1:27:16,00:13:49,7:14:31,00:14:27,4:37:54,13:47:56,M,25-29

Tr Adair,"1,127",1:22:13,00:10:30,6:07:23,00:10:38,5:57:26,13:48:11,M,25-29

Sarah Weind,"1,128",00:59:26,00:05:05,6:10:21,00:11:20,6:22:16,13:48:28,F,45-49

Mark Zyskowski,"1,129",1:50:36,00:10:42,6:07:46,00:14:01,5:25:29,13:48:34,M,60-64

Marco Cañete,"1,130",1:31:23,00:13:08,6:24:38,00:13:28,5:26:05,13:48:42,M,40-44

Caroline Schieuer,"1,131",1:38:14,00:10:01,7:11:08,00:12:52,4:36:40,13:48:55,F,18-24

Courtney Lambert,"1,132",1:18:45,00:11:27,5:45:36,00:14:32,6:19:50,13:50:10,M,50-54

Jonah Popoff,"1,133",1:23:41,00:09:21,6:26:01,00:10:27,5:40:41,13:50:12,M,50-54

Adrienne Miller,"1,134",1:46:46,00:12:29,5:55:43,00:13:32,5:41:56,13:50:26,F,45-49

Renan Paiva,"1,135",1:14:13,00:09:21,6:11:59,00:09:58,6:04:58,13:50:28,M,30-34

Christopher Wilson,"1,136",1:22:06,00:07:22,6:21:32,00:08:57,5:50:53,13:50:50,M,65-69

John Laskowski,"1,137",1:17:39,00:09:51,5:54:09,00:09:35,6:19:42,13:50:56,M,50-54

Cornelia Rollerson,"1,138",1:39:15,00:13:36,6:48:22,00:10:43,4:59:09,13:51:06,F,50-54

Brett May,"1,139",1:12:10,00:05:16,5:55:31,00:09:17,6:28:58,13:51:12,M,45-49

Jaqueline Perez,"1,140",1:29:43,00:11:16,8:20:39,00:14:07,3:35:39,13:51:24,F,30-34

Vincent Raponi,"1,141",1:14:52,00:06:27,5:56:16,00:10:28,6:23:22,13:51:25,M,40-44

Jeremy Johnson,"1,142",1:26:27,00:14:05,6:46:12,00:13:30,5:11:15,13:51:29,M,35-39

Douglas Urias,"1,143",1:23:54,00:07:41,6:28:10,00:13:33,5:38:25,13:51:43,M,35-39

Timothy Naylor,"1,144",1:17:54,00:07:47,6:18:36,00:09:52,5:57:35,13:51:44,M,50-54

Luis Raul Madrigal Hernandez,"1,145",1:31:55,00:14:08,6:29:14,00:14:58,5:21:48,13:52:03,M,50-54

Peter Rifenburg,"1,146",1:09:10,00:05:58,5:30:56,00:06:12,6:59:49,13:52:04,M,18-24

Meagan Davis,"1,147",1:27:37,00:10:55,6:31:47,00:15:16,5:26:59,13:52:33,F,40-44

Ian Chanitz,"1,148",1:23:43,00:09:04,6:40:22,00:15:47,5:23:49,13:52:45,M,25-29

Mark Meuser,"1,149",1:33:17,00:11:52,5:49:01,00:26:18,5:52:41,13:53:10,M,45-49

Grant Richards,"1,150",1:34:54,00:12:27,6:26:38,00:12:19,5:26:56,13:53:14,M,60-64

David Lee,"1,151",2:15:10,00:10:22,6:21:48,00:10:52,4:55:03,13:53:15,M,50-54

Frances Dotson,"1,152",1:05:07,00:10:38,6:48:51,00:19:21,5:29:26,13:53:23,F,35-39

Scott Harrell,"1,153",1:31:05,00:26:11,6:17:05,00:22:56,5:16:06,13:53:24,M,60-64

Charles Adams,"1,154",1:12:30,00:10:30,6:22:44,00:11:56,5:56:32,13:54:12,M,55-59

Sydney Despain,"1,155",1:28:46,00:12:23,6:53:43,00:09:49,5:09:38,13:54:19,F,25-29

Annie Quysner,"1,156",1:28:46,00:12:46,6:06:01,00:13:04,5:53:44,13:54:21,F,45-49

Darin Miller,"1,157",1:18:32,00:11:00,6:08:18,00:20:39,5:56:33,13:55:01,M,50-54

Graeme Muirhead,"1,158",1:25:07,00:07:47,6:22:43,00:09:12,5:50:18,13:55:07,M,55-59

Sebastian Geoffroy,"1,159",1:24:10,00:11:52,6:41:15,00:10:09,5:27:52,13:55:18,M,25-29

Jordan Steckel,"1,160",1:26:11,00:10:38,6:43:36,00:14:00,5:21:01,13:55:26,M,30-34

Brent Ragas,"1,161",1:23:09,00:07:35,5:44:51,00:12:27,6:27:46,13:55:49,M,50-54

Jarrett Wyatt,"1,162",1:35:05,00:09:41,5:22:43,00:14:44,6:33:49,13:56:03,M,45-49

Leida Velez,"1,163",1:42:08,00:13:05,7:14:07,00:10:23,4:36:49,13:56:31,F,45-49

John Kiang,"1,164",1:19:36,00:06:42,6:21:48,00:09:26,5:59:35,13:57:06,M,40-44

Mike Luyun,"1,165",1:36:39,00:11:49,7:00:39,00:12:29,4:55:48,13:57:23,M,40-44

Billy Bloesser,"1,166",1:29:57,00:12:09,6:51:33,00:08:34,5:15:15,13:57:27,M,18-24

Heather Emory,"1,167",1:24:33,00:08:48,6:25:28,00:11:24,5:47:28,13:57:41,F,45-49

Sommers Cole,"1,168",1:39:33,00:11:20,6:10:47,00:09:57,5:46:07,13:57:45,M,40-44

Paul Miller,"1,169",1:26:39,00:07:42,5:35:45,00:09:14,6:38:31,13:57:52,M,35-39

Vedder White,"1,170",1:14:28,00:06:43,5:26:37,00:16:53,6:53:16,13:57:57,M,50-54

Steve Britz,"1,171",1:21:25,00:08:17,6:12:55,00:08:54,6:06:28,13:57:59,M,40-44

Maggie Keanaaina,"1,172",1:15:43,00:08:13,6:35:03,00:10:59,5:48:05,13:58:03,F,50-54

Enrique Mercado,"1,173",1:32:55,00:08:34,6:47:36,00:13:19,5:15:45,13:58:10,M,40-44

Coleman Wagner,"1,174",1:28:09,00:09:22,6:56:05,00:10:45,5:13:55,13:58:15,M,35-39

Ron Mora,"1,175",1:36:23,00:08:11,5:53:11,00:09:08,6:11:47,13:58:40,M,60-64

Ricardo Sam,"1,176",1:20:30,00:12:17,6:41:20,00:13:35,5:31:02,13:58:44,M,40-44

Lorraine Dickson,"1,177",1:33:41,00:12:13,5:59:08,00:13:45,5:59:59,13:58:46,F,60-64

Michael Reed,"1,178",1:26:47,00:11:15,6:10:48,00:13:12,5:57:05,13:59:06,M,45-49

Marcus Lewis,"1,179",1:47:09,00:11:46,6:31:43,00:07:30,5:21:23,13:59:30,M,45-49

Noe Santamaria,"1,180",1:25:07,00:05:37,6:02:29,00:07:33,6:18:48,13:59:32,M,40-44

Tony To,"1,181",1:46:06,00:12:23,6:26:52,00:12:06,5:22:52,14:00:20,M,45-49

Luke Wasikowski,"1,182",1:28:05,00:10:36,7:23:09,00:11:54,4:46:46,14:00:29,M,18-24

John Zeydel,"1,183",1:32:14,00:11:34,6:18:09,00:22:41,5:36:07,14:00:45,M,60-64

Joel John,"1,184",1:51:42,00:15:37,6:28:17,00:15:23,5:10:07,14:01:05,M,40-44

Ashley Keesler,"1,185",1:39:32,00:09:32,7:05:42,00:09:04,4:57:29,14:01:18,F,30-34

Julian Rose,"1,186",1:33:12,00:08:55,6:47:44,00:11:54,5:19:55,14:01:40,M,55-59

Oscar Escobedo,"1,187",1:47:45,00:11:51,6:35:30,00:12:45,5:13:56,14:01:48,M,30-34

Austin Knight,"1,188",1:37:14,00:10:56,6:31:25,00:10:17,5:32:27,14:02:18,M,30-34

Lloyd Hyde,"1,189",1:34:44,00:22:29,6:23:12,00:25:25,5:16:43,14:02:34,M,40-44

Zachary Meszaros,"1,190",1:25:07,00:14:29,6:52:32,00:12:30,5:18:06,14:02:44,M,30-34

Rob Gorham,"1,191",1:50:32,00:08:16,5:50:38,00:09:11,6:04:08,14:02:45,M,40-44

Elizabeth Guzman Covarrubias,"1,192",1:49:20,00:13:33,6:39:37,00:09:36,5:10:59,14:03:05,F,40-44

Carlos Garcia,"1,193",1:25:04,00:10:46,6:32:48,00:11:34,5:42:53,14:03:06,M,30-34

Chris Mulrine,"1,194",1:32:32,00:09:20,6:22:58,00:10:47,5:49:15,14:04:51,M,50-54

Alfredo Godoy,"1,195",1:35:23,00:09:36,6:28:58,00:13:51,5:37:08,14:04:56,M,45-49

Alex Lewis,"1,196",1:46:16,00:06:58,6:47:03,00:09:23,5:15:55,14:05:35,M,18-24

Kevin Peterson,"1,197",1:22:36,00:11:09,7:04:09,00:15:19,5:12:23,14:05:36,M,50-54

Gem Pham,"1,198",1:36:47,00:10:08,6:06:36,00:10:34,6:01:40,14:05:45,M,50-54

Mark Libardoni,"1,199",1:16:30,00:10:40,6:43:15,00:09:55,5:45:44,14:06:04,M,50-54

Barry Bezuidenhout,"1,200",1:40:39,00:08:21,6:31:51,00:13:25,5:31:50,14:06:07,M,40-44

Sibi Daniel,"1,201",1:34:53,00:18:44,6:59:15,00:14:24,4:59:32,14:06:49,M,45-49

Moss Everhard,"1,202",1:40:15,00:11:40,6:36:18,00:11:34,5:27:06,14:06:53,M,45-49

Brent Teague,"1,203",1:30:35,00:09:46,7:01:15,00:07:21,5:18:08,14:07:05,M,35-39

Karen Wadsworth,"1,204",1:25:27,00:07:01,6:48:05,00:12:19,5:34:17,14:07:10,F,50-54

Timothy Shaffer,"1,205",1:32:51,00:09:28,6:20:03,00:10:25,5:54:25,14:07:12,M,45-49

Joseph Hoban,"1,206",1:25:09,00:15:15,6:36:49,00:13:49,5:36:23,14:07:26,M,40-44

Andrew West,"1,207",1:36:29,00:09:00,6:58:37,00:09:49,5:13:33,14:07:28,M,45-49

Adam Zyskowski,"1,208",1:19:47,00:12:19,6:44:39,00:13:04,5:37:50,14:07:39,M,55-59

Silvio Ciarrocchi,"1,209",1:42:41,00:16:10,6:28:43,00:20:40,5:19:34,14:07:47,M,40-44

Janice Hom,"1,210",1:48:18,00:10:52,6:23:03,00:10:37,5:35:04,14:07:54,F,45-49

Manuel Revelles,"1,211",1:55:41,00:13:53,6:33:29,00:12:33,5:12:21,14:07:57,M,55-59

Jonathan Porter,"1,212",1:21:05,00:07:03,6:00:55,00:10:31,6:29:20,14:08:55,M,40-44

David Voigt,"1,213",1:12:26,00:08:47,6:53:30,00:13:04,5:41:16,14:09:03,M,25-29

Carlos Araya Ramirez,"1,214",1:31:42,00:10:54,6:34:06,00:11:24,5:41:08,14:09:13,M,50-54

Jordan Weaver,"1,215",1:27:17,00:12:53,6:47:07,00:11:24,5:30:56,14:09:38,M,35-39

Lydia Gardner,"1,216",1:26:10,00:10:06,7:50:41,00:14:10,4:28:42,14:09:50,F,25-29

Yaya Herrera,"1,217",1:33:37,00:15:24,7:05:47,00:20:07,4:55:15,14:10:10,F,45-49

Elias Busuego,"1,218",1:23:26,00:15:51,7:11:57,00:22:40,4:56:19,14:10:13,M,35-39

Michael Roberts,"1,219",1:38:13,00:09:16,5:57:40,00:08:49,6:16:16,14:10:14,M,65-69

Cameron Bowes,"1,220",1:28:46,00:10:13,7:17:09,00:12:44,5:01:54,14:10:46,M,25-29

Hernan Suarez,"1,221",1:24:24,00:07:29,5:53:28,00:12:25,6:33:04,14:10:49,M,50-54

Marianela Sanchez Gamboa,"1,222",1:56:05,00:15:52,6:37:35,00:12:36,5:09:35,14:11:42,F,40-44

David Ly,"1,223",1:21:04,00:08:24,6:16:28,00:12:19,6:13:33,14:11:48,M,40-44

Isaiah Vasquez,"1,224",1:48:22,00:17:03,6:09:54,00:15:16,5:41:17,14:11:53,M,50-54

Travis Porter,"1,225",1:25:23,00:11:39,6:19:29,00:12:38,6:02:53,14:12:02,M,40-44

Dwayne Wheeler,"1,226",1:27:10,00:17:22,6:38:30,00:12:15,5:37:10,14:12:26,M,50-54

Israel Reyes,"1,227",1:16:46,00:07:32,6:30:45,00:06:50,6:10:34,14:12:27,M,30-34

Beth Rosenblum,"1,228",1:20:56,00:09:06,6:50:46,00:13:33,5:38:10,14:12:32,F,45-49

Jennifer Amend,"1,229",1:30:21,00:06:47,6:13:32,00:13:00,6:08:53,14:12:32,F,50-54

Blake Grice,"1,230",1:31:09,00:08:19,6:05:29,00:11:02,6:16:48,14:12:47,M,45-49

Marcia Varez,"1,231",1:33:58,00:07:42,7:11:29,00:10:14,5:09:29,14:12:52,F,45-49

Nicole Cleveland,"1,232",1:24:53,00:13:47,7:09:58,00:09:48,5:14:55,14:13:22,F,40-44

Mariano Moreno Garcia,"1,233",1:42:11,00:10:34,6:21:05,00:10:41,5:49:04,14:13:35,M,50-54

Zachary Tharp,"1,234",1:37:29,00:12:34,7:13:43,00:11:27,4:58:25,14:13:39,M,25-29

Daniel Rech,"1,235",1:10:07,00:09:24,6:51:49,00:08:32,5:54:07,14:13:58,M,50-54

Zachary Rodriguez,"1,236",1:24:13,00:05:58,6:46:00,00:08:43,5:49:09,14:14:03,M,25-29

Carolina Muriel,"1,237",1:50:52,00:09:59,6:49:58,00:16:17,5:06:58,14:14:05,F,40-44

Blake Adams,"1,238",1:25:36,00:12:56,6:47:22,00:13:17,5:35:02,14:14:12,M,45-49

Orkun Suer,"1,239",1:30:30,00:11:17,6:21:55,00:11:06,5:59:27,14:14:15,M,45-49

Troy Cichos,"1,240",1:25:37,00:12:21,7:08:40,00:10:07,5:17:39,14:14:24,M,55-59

Cody Sever,"1,241",1:33:47,00:14:37,7:32:20,00:08:28,4:45:19,14:14:31,M,45-49

Shashin Doshi,"1,242",1:35:27,00:14:31,6:51:11,00:15:42,5:17:45,14:14:37,M,45-49

Susan Smith,"1,243",1:21:07,00:05:52,6:13:08,00:11:13,6:23:18,14:14:38,F,55-59

Eric Queck,"1,244",1:35:12,00:10:01,7:38:33,00:09:25,4:41:28,14:14:39,M,30-34

Pablo Vieira,"1,245",1:49:49,00:08:13,6:14:30,00:09:35,5:52:36,14:14:44,M,45-49

Jonathan Kelecius,"1,246",1:46:20,00:11:05,7:09:01,00:12:28,4:56:00,14:14:53,M,45-49

Jim Peplow,"1,247",1:36:02,00:13:02,6:33:53,00:07:36,5:44:30,14:15:03,M,65-69

Dax Routh,"1,248",1:22:58,00:16:26,6:28:17,00:11:25,5:56:10,14:15:15,M,45-49

Alexander Emrie,"1,249",1:26:35,00:13:47,7:16:31,00:22:10,4:56:15,14:15:18,M,30-34

Ethan Stark,"1,250",1:26:09,00:15:38,6:17:48,00:13:43,6:02:23,14:15:40,M,30-34

Jeremy Mcelliott,"1,251",1:23:54,00:07:08,6:09:11,00:08:43,6:26:51,14:15:47,M,40-44

Jake Hubenak,"1,252",1:20:07,00:08:15,6:25:37,00:14:22,6:07:43,14:16:03,M,35-39

Nathan Moran,"1,253",1:27:17,00:15:34,6:27:04,00:15:13,5:51:10,14:16:18,M,65-69

George Mckinnon,"1,254",1:20:03,00:08:50,6:10:03,00:14:18,6:23:05,14:16:19,M,65-69

Noland Hoshino,"1,255",1:32:58,00:12:40,6:41:29,00:14:04,5:35:19,14:16:31,M,55-59

Patty Lynn Infusino,"1,256",1:22:07,00:10:58,6:41:17,00:11:29,5:50:41,14:16:31,F,55-59

Steve Cusick,"1,257",1:21:38,00:10:08,7:05:28,00:15:29,5:23:56,14:16:38,M,35-39

Jeffrey Mace,"1,258",1:28:56,00:11:16,7:02:42,00:10:41,5:23:04,14:16:39,M,40-44

Christian Garruppo,"1,259",1:18:00,00:04:23,6:08:43,00:05:42,6:40:19,14:17:08,M,25-29

Sahar Hendabadi,"1,260",1:57:32,00:14:51,7:06:43,00:11:36,4:46:29,14:17:11,F,40-44

Christopher Mcgregor,"1,261",1:17:56,00:11:23,7:12:35,00:13:02,5:22:30,14:17:25,M,30-34

Henry Garcia,"1,262",1:13:37,00:11:44,6:21:52,00:12:22,6:17:59,14:17:35,M,55-59

Dalton Walker,"1,263",1:11:50,00:06:31,6:58:40,00:10:24,5:50:19,14:17:45,M,18-24

Miles Beach,"1,264",1:31:08,00:14:22,6:13:10,00:10:27,6:08:56,14:18:04,M,60-64

Shawn Phillips,"1,265",1:22:17,00:13:25,6:32:34,00:14:37,5:55:24,14:18:17,M,55-59

Christine Desrochers,"1,266",2:07:20,00:10:28,6:25:28,00:08:12,5:26:51,14:18:20,F,55-59

Carrie Meines,"1,267",1:43:23,00:16:26,6:49:01,00:18:39,5:10:53,14:18:23,F,25-29

Antonio Castañeda,"1,268",1:22:00,00:07:40,7:09:55,00:09:08,5:29:47,14:18:30,M,30-34

Felipe Coronel,"1,269",1:17:39,00:09:44,6:20:34,00:09:42,6:21:02,14:18:41,M,45-49

Mike Drechsler,"1,270",1:28:22,00:11:06,6:24:13,00:17:28,5:57:46,14:18:56,M,50-54

Jonathan Matlock,"1,271",1:30:07,00:15:03,6:27:49,00:16:41,5:49:19,14:18:59,M,45-49

Dan Burns,"1,272",1:36:15,00:14:43,7:13:33,00:09:30,5:05:09,14:19:10,M,55-59

